"Code","Name","Latitude","Longitude","No_Observed","Number_By_Party_Hours","year","bird"
"MAMC","Mid-Cape Cod",41.7004,-70.3002,"2",0.0238,"2012","NPT"
"MACC","Cape Cod",41.7207,-69.9968,"2",0.0204,"2012","NPT"
"PABR","Bushy Run S.P.",40.4,-79.5,"2",0.0265,"2012","NPT"
"CAVE","Ventura",34.3484,-119.1921,"2",0.0161,"2012","NPT"
"CAFO","Folsom",38.6618,-121.0974,"2",0.0093,"2012","NPT"
"INSM","Spring Mill S.P.",38.7233,-86.417,"2",0.0452,"2012","NPT"
"MTBL","Billings",45.8167,-108.4333,"2",0.0267,"2012","NPT"
"NJHR","Hackensack-Ridgewood",40.9351,-74.0292,"2",0.0235,"2012","NPT"
"TXWW","Welder Wildlife Refuge",28.1136,-97.4171,"2",0.0338,"2012","NPT"
"PALZ","Lititz",40.2261,-76.3024,"2",0.0146,"2012","NPT"
"MANA","Nantucket",41.2901,-70.0901,"2",0.0182,"2012","NPT"
"CTOL","Old Lyme-Saybrook",41.2924,-72.427,"2",0.0307,"2012","NPT"
"VTBU","Burlington",44.4769,-73.2213,"2",0.0088,"2012","NPT"
"TXPS","Palestine",31.7624,-95.7664,"2",0.1538,"2012","NPT"
"NJRA","Ramsey",41.0935,-74.2541,"2",0.0274,"2012","NPT"
"IARR","Red Rock Lake",41.3866,-93.0242,"2",0.0494,"2012","NPT"
"VABD","Blackford",37.0016,-81.9265,"2",0.0559,"2012","NPT"
"COHO","Hotchkiss",38.7694,-107.7646,"2",0.1111,"2012","NPT"
"NYML","Mohonk Lake-Ashokan Reservoir",41.8516,-74.1292,"2",0.0277,"2012","NPT"
"MEPA","Greater Portland",43.5858,-70.2242,"2",0.0156,"2012","NPT"
"NBSV","Sackville",45.9042,-64.3603,"2",0.0185,"2012","NPT"
"PABU","Butler County",40.9811,-80.0714,"2",0.032,"2012","NPT"
"NSLO","Louisbourg",45.9167,-59.9333,"1",0.0217,"2012","NPT"
"MTCC","Clark Canyon Dam",45.0016,-112.8579,"1",0.0952,"2012","NPT"
"MTYE","Yellowstone N.P.",45.0253,-110.7007,"1",0.02,"2012","NPT"
"MAGO","Groton-Oxbow N.W.R.",42.5869,-71.6497,"1",0.0074,"2012","NPT"
"HIKA","Kaua'i: Kapa'a",22.15,-159.4167,"1",0.0328,"2012","NPT"
"NYEO","Eastern Orange County",41.4811,-74.1473,"1",0.0103,"2012","NPT"
"ILBH","Bird Haven Sanctuary, Olney",38.7529,-88.076,"1",0.0294,"2012","NPT"
"CTQV","Quinnipiac Valley",41.4747,-72.7273,"1",0.0066,"2012","NPT"
"VATP","The Plains",38.8,-77.8667,"1",0.0069,"2012","NPT"
"NYPC","Putnam County",41.399,-73.8022,"1",0.0081,"2012","NPT"
"NCFL","Falls Lake",35.9969,-78.6162,"1",0.0106,"2012","NPT"
"MEFB","Freeport-Brunswick",43.8229,-70.0268,"1",0.0114,"2012","NPT"
"BANP","New Providence Island, Bahamas",25.0541,-77.3968,"1",0.0208,"2012","NPT"
"KSHN","Halstead-Newton",38.0599,-97.4338,"1",0.0194,"2012","NPT"
"IDSA","Salmon",45.1776,-113.8953,"1",0.0292,"2012","NPT"
"CTWR","Woodbury-Roxbury",41.5352,-73.2791,"1",0.0087,"2012","NPT"
"BCPB","Pemberton-Mt. Currie",50.3163,-122.7678,"1",0.02,"2012","NPT"
"IDTV","Teton Valley",43.7231,-111.111,"1",0.0083,"2012","NPT"
"KSWI","Wichita",37.6912,-97.3496,"1",0.0161,"2012","NPT"
"KYLO","Louisville",38.2929,-85.6284,"1",0.0115,"2012","NPT"
"OHLE","Lake Erie Islands",41.6807,-82.7545,"1",0.0204,"2012","NPT"
"CTNL","New London",41.3236,-72.1007,"1",0.0064,"2012","NPT"
"PADA","Dallas Area",41.3167,-75.9833,"1",0.0146,"2012","NPT"
"WALY","Lyle",45.6833,-121.2333,"1",0.0126,"2012","NPT"
"MOKC","Kansas City",38.9488,-94.4049,"1",0.0193,"2012","NPT"
"CTHA","Hartford",41.766,-72.6727,"1",0.0042,"2012","NPT"
"CTLH","Litchfield Hills",41.7703,-73.2724,"1",0.0087,"2012","NPT"
"ILFB","Fermilab-Batavia",41.8605,-88.2628,"1",0.0053,"2012","NPT"
"CTWE","Westport",41.164,-73.358,"1",0.0131,"2012","NPT"
"INEC","Eagle Creek Valley",39.9269,-86.3383,"1",0.0164,"2012","NPT"
"FLEP","East Pasco",28.3103,-82.2374,"1",0.0278,"2012","NPT"
"MITC","Traverse City",44.7154,-85.5364,"1",0.0147,"2012","NPT"
"FLPE","Pensacola",30.4474,-87.1548,"1",0.0092,"2012","NPT"
"OKHR","Hulah Reservoir",36.9289,-96.0873,"1",0.0331,"2012","NPT"
"MEEA","Eastport",44.9059,-66.9852,"1",0.0264,"2012","NPT"
"ILCI","Chillicothe",40.8966,-89.4966,"1",0.0165,"2012","NPT"
"IADS","DeSoto N.W.R.",41.4509,-95.9642,"1",0.0156,"2012","NPT"
"ORAN","Antelope",44.8778,-120.8025,"1",0.0833,"2012","NPT"
"INPL","Patoka Lake",38.4347,-86.6062,"1",0.023,"2012","NPT"
"FLSR","Sarasota",27.2841,-82.4976,"1",0.0076,"2012","NPT"
"AZPO","Portal",31.9009,-109.1364,"1",0.0289,"2012","NPT"
"AZSD","St. David",31.8908,-110.1265,"1",0.0345,"2012","NPT"
"FLGC","Gulf Circle, Manatee County",27.497,-82.8128,"1",0.022,"2012","NPT"
"PAER","Erie",42.0833,-80.0333,"1",0.0153,"2012","NPT"
"SCLP","Litchfield-Pawleys Island",33.4908,-79.0904,"1",0.0098,"2012","NPT"
"OHCO","Columbus",39.9851,-82.9315,"1",0.0062,"2012","NPT"
"PALA","Lancaster",39.9921,-76.3614,"1",0.0092,"2012","NPT"
"BCSA","Salmon Arm",50.7,-119.2333,"1",0.0221,"2012","NPT"
"BCVE","Vernon",50.2686,-119.2769,"1",0.0094,"2012","NPT"
"MDOA","Oakland",39.4936,-79.3658,"1",0.0123,"2012","NPT"
"OHOX","Oxford",39.5078,-84.7169,"1",0.0175,"2012","NPT"
"KSWL","Waconda Lake",39.4654,-98.3591,"1",0.0417,"2012","NPT"
"MTHE","Helena",46.6833,-111.9833,"1",0.0161,"2012","NPT"
"MAST","Sturbridge",42.1372,-72.0976,"1",0.0077,"2012","NPT"
"INHC","Hamilton County",40.0907,-86.0334,"1",0.0278,"2012","NPT"
"NYOD","Oneida",43.0957,-75.6522,"1",0.0237,"2012","NPT"
"NYSS","Saratoga Spa S.P.",43.0744,-73.695,"1",0.0189,"2012","NPT"
"WIMA","Madison",43.0747,-89.3843,"1",0.0043,"2012","NPT"
"MDBO","Bowie",38.9927,-76.7852,"1",0.0036,"2012","NPT"
"NYBR","L.I.: Brooklyn",40.616,-73.9448,"1",0.01,"2012","NPT"
"NCNB","New Bern",35.05,-77.0833,"1",0.0112,"2012","NPT"
"NYSA","Salem",43.1352,-73.4134,"1",0.0168,"2012","NPT"
"OKST","Stillwater",36.1452,-97.1765,"1",0.0108,"2012","NPT"
"TNHP","Hickory-Priest",36.1926,-86.6634,"1",0.0227,"2012","NPT"
"QCPE","Perce",48.5256,-64.3345,"1",0.0222,"2012","NPT"
"NYCR","Cortland",42.6735,-76.2685,"1",0.0137,"2012","NPT"
"NYST","Schenectady",42.7449,-73.9268,"1",0.0136,"2012","NPT"
"TXWF","Wichita Falls",33.8877,-98.6298,"1",0.0443,"2012","NPT"
"CABG","Big Sur",36.3282,-121.8145,"1",0.0176,"2012","NPT"
"MEYC","York County",43.1811,-70.6268,"1",0.0192,"2012","NPT"
"ONWS","Woodstock",43.1725,-80.7124,"1",0.0168,"2012","NPT"
"NHCN","Concord",43.2192,-71.5375,"1",0.0112,"2012","NPT"
"TXLE","Lake Meredith (east)",35.6833,-101.6167,"1",0.1,"2012","NPT"
"TNJA","Jackson",35.6119,-88.8205,"1",0.0588,"2012","NPT"
"AKCK","Craig-Klawock",55.55,-133.05,"1",0.0625,"2012","NPT"
"SDRC","Rapid City",44.0769,-103.2472,"1",0.0132,"2012","NPT"
"QCTA","Tadoussac",48.1833,-69.6167,"1",0.1429,"2012","NPT"
"ONKT","Kitchener",43.4494,-80.4866,"1",0.0065,"2012","NPT"
"MEBK","Biddeford-Kennebunkport",43.4434,-70.4788,"1",0.0143,"2012","NPT"
"WVPK","Parkersburg",39.2548,-81.5556,"1",0.0193,"2012","NPT"
"NMDI","Dixon",36.1833,-105.9167,"1",0.0299,"2012","NPT"
"FLSB","South Brevard County",27.8486,-80.55,"1",0.0089,"2012","NPT"
"SDYA","Yankton",42.9333,-97.3833,"1",0.0189,"2012","NPT"
"MTKA","Kalispell",48.2404,-114.3305,"1",0.009,"2012","NPT"
"ILWA","Waukegan",42.3493,-87.8742,"1",0.0102,"2012","NPT"
"WAWE","Wenatchee",47.4551,-120.323,"1",0.0119,"2012","NPT"
"NDGD","Garrison Dam",47.5119,-101.3264,"1",0.0294,"2012","NPT"
"ONSL","St. Clair N.W.A.",42.3667,-82.35,"1",0.0171,"2012","NPT"
"OHCH","Chandlersville",39.8502,-81.7999,"1",0.0278,"2012","NPT"
"TXTE","Texarkana",33.2784,-94.2082,"1",0.0909,"2012","NPT"
"ONPC","Port Colborne",42.8769,-79.2548,"1",0.0189,"2012","NPT"
"BCPG","Prince George",53.9118,-122.7648,"1",0.0105,"2012","NPT"
"ONPO","Port Hope-Cobourg",43.997,-78.2551,"1",0.0064,"2012","NPT"
"ONPE","Prince Edward Point",44.0031,-76.9621,"1",0.0168,"2012","NPT"
"IDBF","Bonners Ferry",48.6994,-116.3184,"1",0.0388,"2012","NPT"
"OHBF","The Brown Family Environmental Cente",40.4337,-82.4828,"1",0.0203,"2012","NPT"
"VTCS","Champlain Islands-St. Albans",44.817,-73.2492,"1",0.0113,"2012","NPT"
"NYBW","Bronx-Westchester Region",40.9117,-73.7825,"1",0.0044,"2012","NPT"
"IADU","Dubuque",42.4912,-90.7114,"1",0.0284,"2012","NPT"
"WAVA","Vashon",47.4332,-122.5067,"1",0.0063,"2012","NPT"
"MTNI","Ninepipe N.W.R.",47.4281,-114.1182,"1",0.0181,"2012","NPT"
"CTOX","Oxford",41.4,-73.1411,"1",0.0138,"2012","NPT"
"UTPA","Payson",40.0437,-111.7598,"1",0.0159,"2012","NPT"
"WVMF","Moorefield",39.0623,-78.9695,"1",0.0357,"2012","NPT"
"FLBC","Bay County",30.1851,-85.6719,"1",0.0258,"2012","NPT"
"OKKE","Kenton (Black Mesa)",36.9033,-102.8912,"1",0.0417,"2012","NPT"
"CAAD","Anderson River Park",40.4238,-122.187,"1",0.0185,"2012","NPT"
"WVIN","Inwood",39.4451,-78.1061,"1",0.013,"2012","NPT"
"MXLN","Laguna de Chapala, Jalisco, Mexico",20.3366,-103.2479,"1",0.04,"2012","NPT"
"WIWL","Waterloo",43.0817,-89.0114,"1",0.014,"2012","NPT"
"MSEL","Eagle Lake",32.5458,-90.58,"1",0.0321,"2012","NPT"
"LABR","Baton Rouge",30.3661,-91.1194,"1",0.007,"2012","NPT"
"CAGM","Grass Mountain",34.6333,-118.4167,"1",0.0909,"2012","NPT"
"MIKB","Keweenaw Bay",46.8432,-88.5049,"1",0.0267,"2012","NPT"
"VASL","Shenandoah N.P.-Luray",38.5948,-78.4572,"1",0.0113,"2012","NPT"
"OHDA","Dayton",39.82,-84.1794,"1",0.0152,"2012","NPT"
"MANO","Northampton",42.3439,-72.6028,"1",0.0034,"2012","NPT"
"WIPY","Palmyra",42.8069,-88.5525,"1",0.0115,"2012","NPT"
"WIAP","Appleton",44.2618,-88.4158,"1",0.0105,"2012","NPT"
"ILMM","Middle Mississippi River N.W.R.",37.768,-89.665,"1",0.027,"2012","NPT"
"AZPY","Payson",34.35,-111.35,"1",0.0187,"2012","NPT"
"PAWS","Washington",40.1288,-80.2099,"1",0.0364,"2012","NPT"
"KSMA","Manhattan",39.1833,-96.5667,"1",0.0085,"2012","NPT"
"MNFR","Fairmont",43.6114,-94.4718,"1",0.0727,"2012","NPT"
"WIRT","Retreat",43.4327,-91.0576,"1",0.04,"2012","NPT"
"WICG","Cedar Grove",43.5795,-87.8405,"1",0.0221,"2012","NPT"
"WIOS","Oshkosh",44.0324,-88.5825,"1",0.0227,"2012","NPT"
"ALAU","Auburn",32.586,-85.4497,"1",0.0167,"2012","NPT"
"WIML","Montello",43.878,-89.4051,"cw",0,"2012","NPT"
"MACO","Concord",42.4333,-71.4333,"cw",0,"2012","NPT"
"NMCL","Clayton",36.5177,-103.2546,"cw",0,"2012","NPT"
"NCKL","Kerr Lake",34.6,-78.3,"cw",0,"2012","NPT"
"UTAI","Antelope Island",41.0047,-112.1611,"cw",0,"2012","NPT"
"GACL","Carter's Lake",34.5801,-84.7917,"cw",0,"2012","NPT"
"ILCD","Coles-Cumberland",39.4412,-88.1373,"cw",0,"2012","NPT"
"NYGE","Geneva",42.8667,-76.9833,"cw",0,"2012","NPT"
"TNBI","Bristol",36.6058,-82.0999,"cw",0,"2012","NPT"
"BCPH","Pender Harbour",49.6744,-124.015,"cw",0,"2012","NPT"
"NHLD","Lee-Durham",43.1667,-70.9833,"cw",0,"2012","NPT"
"NCMC","Morehead City",34.759,-76.7094,"cw",0,"2012","NPT"
"IAAM","Ames",42.0077,-93.5711,"cw",0,"2012","NPT"
"AKJU","Juneau",58.3167,-134.55,"cw",0,"2012","NPT"
"SDPI","Pierre",44.367,-100.3463,"cw",0,"2012","NPT"
"IAMC","Mason City",43.1692,-93.103,"cw",0,"2012","NPT"
"MTEN","Ennis",45.4,-111.65,"cw",0,"2012","NPT"
"NEBO","Branched Oak-Seward",40.9378,-96.9759,"cw",0,"2012","NPT"
"MILB","Little Bay de Noc",45.839,-87.0023,"cw",0,"2012","NPT"
"FLNR","West Pasco (New Port Richey)",28.2604,-82.6949,"cw",0,"2012","NPT"
"ORKF","Klamath Falls",42.1595,-121.7351,"cw",0,"2012","NPT"
"TXLV","Lewisville",33.0301,-96.9929,"cw",0,"2012","NPT"
"IDRE","Rexburg",43.7973,-111.8578,"cw",0,"2012","NPT"
"ORRD","Redmond",44.2635,-121.1195,"cw",0,"2012","NPT"
"KSAC","Arkansas City",37.0382,-97.0393,"cw",0,"2012","NPT"
"CODU","Durango",37.2001,-107.8119,"cw",0,"2012","NPT"
"NSWO","Wolfville",45.0853,-64.3863,"cw",0,"2012","NPT"
"CAPV","Peace Valley",39.1982,-121.8219,"315470",8301.8421,"2013","NPT"
"CAMA","Marysville",39.2,-121.5,"48120",718.209,"2013","NPT"
"BCLA","Ladner",49.0538,-123.0573,"23811",97.9957,"2013","NPT"
"WABG","Bellingham",48.8112,-122.5629,"16649",74.3923,"2013","NPT"
"WAPB","Padilla Bay",48.4834,-122.5667,"14563",89.4808,"2013","NPT"
"NCBP","Bodie-Pea Island",35.7824,-75.5458,"13200",132,"2013","NPT"
"WALP","Leadbetter Point",46.5605,-123.9894,"12542",190.7529,"2013","NPT"
"CASM","Sacramento",38.6,-121.55,"9566",53.2036,"2013","NPT"
"NCMA","Mattamuskeet N.W.R.",35.45,-76.1333,"7282",123.4237,"2013","NPT"
"ARWA","Wapanocca N.W.R.",35.35,-90.2333,"6710",170.9554,"2013","NPT"
"ORFG","Forest Grove",45.4851,-123.1269,"6104",109,"2013","NPT"
"WASB","Skagit Bay",48.2973,-122.3879,"5488",60.9778,"2013","NPT"
"CABE","Benicia",38.1143,-122.1094,"4906",21.7715,"2013","NPT"
"NMBD","Bosque del Apache N.W.R.",33.8051,-106.8907,"4522",84.9202,"2013","NPT"
"TNCC","Cross Creeks N.W.R.",36.476,-87.7528,"4507",112.675,"2013","NPT"
"TXAP","Attwater Prairie Chicken N.W.R.",29.6344,-96.3667,"4327",27.1711,"2013","NPT"
"ORCB","Coos Bay",43.3759,-124.2973,"3921",35.4842,"2013","NPT"
"CASH","Salton Sea (north)",33.5179,-116.1031,"3920",58.9474,"2013","NPT"
"TXAR","Aransas N.W.R.",28.2333,-96.8833,"3570",48.7372,"2013","NPT"
"TXMM","Matagorda County-Mad Island Marsh",28.6833,-95.9833,"3538",10.3617,"2013","NPT"
"WAEV","Everett-Marysville",48.0833,-122.2167,"3437",21.492,"2013","NPT"
"ORCO","Corvallis",44.5071,-123.2695,"3312",27.1253,"2013","NPT"
"LALT","Lacassine N.W.R.-Thornwell",30.0626,-92.8147,"3148",30.572,"2013","NPT"
"BCWR","White Rock",49.062,-122.7289,"3086",12.9773,"2013","NPT"
"CAOR","Oroville",39.5178,-121.5499,"3008",45.4038,"2013","NPT"
"CAST","Stockton",38.116,-121.3954,"2986",24.2764,"2013","NPT"
"LAWL","White Lake",29.8699,-92.424,"2941",46.1406,"2013","NPT"
"TXLR","Lake Ray Hubbard",32.9296,-96.5363,"2806",67.1292,"2013","NPT"
"WASD","Sequim-Dungeness",48.1,-123.0667,"2462",10.1946,"2013","NPT"
"WAWK","Wahkiakum",46.1917,-123.4667,"2209",24.8901,"2013","NPT"
"CAPR","Point Reyes Peninsula",38.1216,-122.8901,"2100",3.7433,"2013","NPT"
"TXCY","Cypress Creek",29.9561,-95.89,"2039",15.1881,"2013","NPT"
"ORTB","Tillamook Bay",45.5167,-123.8833,"2001",22.6102,"2013","NPT"
"ORSU","Summer Lake",42.9731,-120.7778,"1991",38.6602,"2013","NPT"
"NCAR","Alligator River N.W.R.",35.77,-76.08,"1978",30.2215,"2013","NPT"
"TXBP","Bolivar Peninsula",29.5504,-94.4668,"1952",26.98,"2013","NPT"
"TXPA","Port Aransas",27.8502,-97.1,"1874",19.4197,"2013","NPT"
"CAHF","Hayward-Fremont",37.6068,-122.0667,"1848",7.7647,"2013","NPT"
"MOBO","Big Oak Tree S.P.",36.6667,-89.2667,"1750",41.6667,"2013","NPT"
"MOMI","Mingo N.W.R.",36.9833,-90.2,"1650",30.9859,"2013","NPT"
"TXLA","Laguna Atascosa N.W.R.",26.2391,-97.3814,"1607",34.9348,"2013","NPT"
"TXMN","McNary",31.2682,-105.7871,"1511",71.1059,"2013","NPT"
"LABC","Bossier-Caddo-Bienville",32.2932,-93.5026,"1502",21.4571,"2013","NPT"
"ILUC","Union County",37.4676,-89.4048,"1500",24.5902,"2013","NPT"
"TXKW","Kenedy County Wind Turbines",27.0727,-97.4447,"1480",59.2,"2013","NPT"
"CAPA","Palo Alto",37.4064,-122.1559,"1446",6.2113,"2013","NPT"
"CAMW","Merced N.W.R.",37.2301,-120.6885,"1430",39.7222,"2013","NPT"
"IDAF","American Falls Reservoir",42.9833,-112.7,"1367",68.35,"2013","NPT"
"CADN","Del Norte County",41.8446,-124.1712,"1353",16.9125,"2013","NPT"
"NJOC","Oceanville",39.4422,-74.4605,"1350",18.75,"2013","NPT"
"BCAM","Abbotsford-Mission",49.1136,-122.3031,"1274",14,"2013","NPT"
"ORCE","Columbia Estuary",46.2192,-123.9461,"1269",17.7483,"2013","NPT"
"VAWA","Walkerton",37.6809,-77.0313,"1230",15.5696,"2013","NPT"
"NMRO","Roswell",33.397,-104.3983,"1148",24.6882,"2013","NPT"
"TXGF","Guadalupe River Delta-McFaddin Family Ranches",28.533,-96.8635,"1086",4.7894,"2013","NPT"
"CAMC","Marin County (southern)",37.9214,-122.5643,"1073",3.0014,"2013","NPT"
"LAJB","Johnsons Bayou",29.801,-93.7149,"1000",41.6667,"2013","NPT"
"CAMD","Moss Landing",36.897,-121.7407,"990",3.587,"2013","NPT"
"TXRO","Rockport",28.0669,-97.1167,"988",14.9697,"2013","NPT"
"DEBH","Bombay Hook N.W.R.",39.2152,-75.4822,"975",8.7054,"2013","NPT"
"BCVA","Vancouver",49.2603,-123.105,"940",2.9202,"2013","NPT"
"CATO","Thousand Oaks",34.1489,-118.9699,"901",5.2384,"2013","NPT"
"CACB","Centerville Beach to King Salmon",40.642,-124.2428,"863",4.615,"2013","NPT"
"LASC","Sweet Lake-Cameron Prairie N.W.R.",30.0373,-93.0875,"825",8.983,"2013","NPT"
"CAOC","Orange County (coastal)",33.6725,-117.9453,"751",2.3269,"2013","NPT"
"LASA","Sabine N.W.R.",29.8545,-93.3892,"737",5.7021,"2013","NPT"
"CASJ","San Jose",37.4033,-121.8821,"731",3.4559,"2013","NPT"
"ILHL","Horseshoe Lake",37.2089,-89.3311,"728",15.2461,"2013","NPT"
"ARPB","Pine Bluff",34.2295,-92.0033,"678",12.2162,"2013","NPT"
"WAOH","Oak Harbor",48.2646,-122.6805,"658",5.7242,"2013","NPT"
"MDSD","Southern Dorchester County",38.3617,-76.0371,"650",8.6957,"2013","NPT"
"UTFS","Fish Springs N.W.R.",39.8107,-113.399,"618",13.1489,"2013","NPT"
"TXKI","Kingsville",27.4658,-97.8551,"612",7.7547,"2013","NPT"
"TXCF","Corpus Christi (Flour Bluff)",27.6584,-97.2938,"600",5.7279,"2013","NPT"
"BCVI","Victoria",48.4667,-123.4,"585",1.1715,"2013","NPT"
"WAOL","Olympia",47.0722,-122.8533,"569",2.6714,"2013","NPT"
"TNDR","Duck River",35.9474,-87.9211,"542",11.5319,"2013","NPT"
"LACW","Crowley",30.1107,-92.3619,"505",8.821,"2013","NPT"
"CAMR","Morro Bay",35.3,-120.7767,"501",1.733,"2013","NPT"
"ORYB","Yaquina Bay",44.5866,-124.0642,"500",6.8966,"2013","NPT"
"BCPL","Port Clements",53.6346,-132.2129,"492",56.2286,"2013","NPT"
"CATL","Tule Lake",41.9465,-121.539,"481",12.3333,"2013","NPT"
"WAPT","Port Townsend",48.05,-122.7333,"469",8.231,"2013","NPT"
"ORBR","Brownsville",44.3536,-122.9671,"463",8.819,"2013","NPT"
"TXHA","Hagerman N.W.R.",33.7807,-96.7444,"452",8.0714,"2013","NPT"
"AZHV","Havasu N.W.R.",34.4525,-114.3107,"445",7.2951,"2013","NPT"
"ILML","Mermet Lake, Massac County",37.2,-88.75,"425",9.8722,"2013","NPT"
"BCNN","Nanaimo",49.1668,-123.9333,"417",2.6603,"2013","NPT"
"TXTA","Trinity River Audubon Center",32.6407,-96.6577,"387",5.942,"2013","NPT"
"TXBS","Big Spring",32.2391,-101.4162,"372",10.9412,"2013","NPT"
"WAGH","Grays Harbor",46.9667,-124.05,"371",3.5418,"2013","NPT"
"OKTI","Tishomingo N.W.R.",34.1833,-96.65,"370",6.6071,"2013","NPT"
"ILPM","Pere Marquette Park",38.9968,-90.6051,"362",6.552,"2013","NPT"
"FLMI","Merritt Island N.W.R.",28.6171,-80.6815,"360",2.8346,"2013","NPT"
"ORDA","Dallas",44.8965,-123.3384,"351",4.8049,"2013","NPT"
"ORLI","Lincoln City",44.9463,-124.0033,"339",7.0625,"2013","NPT"
"WASW","South End Whidbey",48.0365,-122.4802,"337",4.9926,"2013","NPT"
"TXSB","San Bernard N.W.R.",28.8667,-95.5667,"336",2.5936,"2013","NPT"
"ORAI","Airlie",44.7131,-123.1744,"331",2.8934,"2013","NPT"
"TXCT","Coastal Tip",26.0278,-97.2334,"328",5.5126,"2013","NPT"
"WACC","Cowlitz-Columbia",46.1092,-122.9787,"318",20.5161,"2013","NPT"
"AZPR","Prescott",34.5419,-112.4701,"318",1.8706,"2013","NPT"
"MIAB","Anchor Bay",42.6273,-82.6647,"295",3.9465,"2013","NPT"
"CASD","San Diego",32.6473,-117.117,"294",1.1496,"2013","NPT"
"CALS","Los Baños",37.0612,-120.8849,"292",5.7255,"2013","NPT"
"MXCR","Colorado River Delta, Sonora, Mexico",31.5503,-114.5203,"273",11.1429,"2013","NPT"
"CASL","San Jacinto Lake",33.8745,-117.1239,"271",3.1239,"2013","NPT"
"CALB","Long Beach-el Dorado",33.8533,-118.0908,"269",1.5504,"2013","NPT"
"VAFB","Fort Belvoir",38.709,-77.1939,"266",0.8085,"2013","NPT"
"TXBZ","Brazos Bend",29.3734,-95.6688,"262",2.3084,"2013","NPT"
"ARWR","White River N.W.R.",34.3146,-91.121,"260",27.3684,"2013","NPT"
"SCMC","McClellanville",33.1003,-79.4037,"259",3.5238,"2013","NPT"
"MDLK","Lower Kent County",39.1427,-76.1921,"249",2.0881,"2013","NPT"
"WASJ","San Juan Islands Archipelago",48.5462,-123.013,"239",2.3489,"2013","NPT"
"CARS","Rancho Santa Fe",33.0003,-117.1628,"227",0.9639,"2013","NPT"
"NJCM","Cape May",39.0123,-74.8778,"225",1.0067,"2013","NPT"
"TXHO","Houston",29.7497,-94.9492,"220",2.4176,"2013","NPT"
"LACL","Cheneyville-Lecompte",31.1,-92.3667,"202",4.6705,"2013","NPT"
"COJM","John Martin Reservoir",38.058,-103.033,"201",3.5263,"2013","NPT"
"TXVC","Village Creek Drying Beds",32.7667,-97.1167,"201",2.4512,"2013","NPT"
"CASS","Salton Sea (south)",33.1579,-115.6132,"200",50,"2013","NPT"
"CACM","Claremont",34.1384,-117.7073,"197",1.6281,"2013","NPT"
"TXUC","Uvalde County",29.2096,-99.7862,"194",4.9114,"2013","NPT"
"SCWB","Winyah Bay",33.2458,-79.2292,"190",2.8358,"2013","NPT"
"ORCV","Coquille Valley",43.115,-124.2983,"190",1.2141,"2013","NPT"
"CORO","Rocky Ford",38.1326,-103.679,"189",5.6418,"2013","NPT"
"CASA","Santa Ana River Valley",33.9068,-117.4889,"188",2.3427,"2013","NPT"
"NJSA","Salem",39.614,-75.4142,"179",2.7224,"2013","NPT"
"MSDG","Dahomey-Great River Road",33.7769,-90.9545,"178",3.828,"2013","NPT"
"CACT","Cheep Thrills",38.1382,-122.6094,"178",0.9622,"2013","NPT"
"CACW","Caswell-Westley",37.6061,-121.174,"178",3.3905,"2013","NPT"
"ARLO","Lonoke",34.749,-91.8957,"172",3.3785,"2013","NPT"
"UTSL","Salt Lake City",40.7695,-111.8884,"168",1.1275,"2013","NPT"
"CAOV","Oceanside-Vista-Carlsbad",33.1903,-117.2796,"167",0.5865,"2013","NPT"
"BCCO","Comox",49.6726,-124.9287,"162",1.8151,"2013","NPT"
"CAMS","Mount Shasta",41.5342,-122.4141,"155",2.9384,"2013","NPT"
"TXFD","Falcon Dam and S.P.",26.4967,-99.0884,"153",5.9302,"2013","NPT"
"OHKP","Killdeer Plains Wildlife Area",40.6436,-83.3619,"152",4.3429,"2013","NPT"
"OREU","Eugene",44.0768,-123.179,"151",0.6144,"2013","NPT"
"TXFR","Freeport",29.0172,-95.3551,"151",0.5671,"2013","NPT"
"CAES","Escondido",33.1025,-116.9403,"146",1.1587,"2013","NPT"
"BCDU","Duncan",48.7882,-123.6714,"146",1.187,"2013","NPT"
"UTPR","Provo",40.2526,-111.6688,"145",1.5633,"2013","NPT"
"CODV","Denver (urban)",39.7347,-104.8753,"144",0.9246,"2013","NPT"
"LAPP","Pine Prairie",30.7643,-92.3765,"143",5.2963,"2013","NPT"
"BCPM","Pitt Meadows",49.2839,-122.6729,"141",0.6805,"2013","NPT"
"AZAV","Avra Valley",32.2501,-111.25,"139",2.4821,"2013","NPT"
"MSNO","Noxubee N.W.R.",33.2711,-88.7837,"135",1.9355,"2013","NPT"
"ORFL","Florence",44.0334,-124.0667,"133",1.0619,"2013","NPT"
"NLSJ","St. Johns",47.5833,-52.7239,"129",2.7158,"2013","NPT"
"BCPA","Port Alberni",49.2573,-124.814,"129",2.7535,"2013","NPT"
"WAKA","Kent-Auburn",47.3598,-122.1787,"129",0.7544,"2013","NPT"
"VACI","Chincoteague N.W.R.",37.9672,-75.3669,"128",1.7239,"2013","NPT"
"DERE","Rehoboth",38.6035,-75.1073,"126",1.344,"2013","NPT"
"MXSC","San Carlos, Sonora, Mexico",28.0389,-110.9377,"126",6,"2013","NPT"
"NYSN","L.I.: Southern Nassau County",40.6298,-73.5907,"124",0.5786,"2013","NPT"
"FLSM","St. Marks",30.1536,-84.2227,"120",1.7844,"2013","NPT"
